#Date      Gazole  SP95  SP98   GPLc   Gazole SP95   SP98   GPLc
24/10/2014 0.5905 0.5784 0.6352 0.6423 1.2377 1.43 1.4982 0.8426
31/10/2014 0.5897 0.5737 0.6281 0.6433 1.2367 1.4244 1.4897 0.8438
07/11/2014 0.5945 0.5756 0.6276 0.6402 1.2425 1.4267 1.4891 0.8401
14/11/2014 0.5976 0.5775 0.6283 0.6404 1.2462 1.429 1.4899 0.8404
21/11/2014 0.5788 0.5652 0.618 0.6399 1.2237 1.4142 1.4776 0.8397
28/11/2014 0.5704 0.559 0.6116 0.6368 1.2136 1.4067 1.4699 0.8361
05/12/2014 0.5417 0.5311 0.5863 0.6365 1.1792 1.3733 1.4395 0.8357
12/12/2014 0.5172 0.5024 0.5583 0.6354 1.1497 1.3388 1.4059 0.8343
19/12/2014 0.487 0.4706 0.5255 0.6309 1.1135 1.3006 1.3666 0.8289
26/12/2014 0.4764 0.4549 0.512 0.6304 1.1008 1.2818 1.3504 0.8284
02/01/2015 0.4545 0.4428 0.4998 0.6138 1.1222 1.288 1.3563 0.8234
09/01/2015 0.4583 0.4384 0.491 0.6116 1.1268 1.2827 1.3458 0.8208
16/01/2015 0.4395 0.4258 0.4769 0.6035 1.1042 1.2675 1.3289 0.8111
23/01/2015 0.44 0.4259 0.4758 0.5994 1.1048 1.2677 1.3276 0.8061
30/01/2015 0.4496 0.4336 0.4818 0.5989 1.1164 1.2769 1.3348 0.8055
06/02/2015 0.478 0.4624 0.5105 0.5979 1.1504 1.3114 1.3692 0.8043
13/02/2015 0.5039 0.4861 0.5333 0.5987 1.1815 1.34 1.3965 0.8053
20/02/2015 0.523 0.4973 0.5451 0.6003 1.2044 1.3534 1.4108 0.8072
27/02/2015 0.5273 0.5022 0.5517 0.5992 1.2096 1.3592 1.4187 0.8059
